Notes,County,County Code,MCD - Drug/Alcohol Induced,MCD - Drug/Alcohol Induced Code,Deaths,Population,Crude Rate
,"Sevier County, TN",47155,Drug-induced causes,D,202,96673,208.952
,"Sevier County, TN",47155,Alcohol-induced causes,A,40,96673,41.377
,"Sevier County, TN",47155,All other non-drug and non-alcohol causes,O,1059,96673,1095.445
,"Shelby County, TN",47157,Drug-induced causes,D,864,934603,92.446
,"Shelby County, TN",47157,Alcohol-induced causes,A,164,934603,17.548
,"Shelby County, TN",47157,All other non-drug and non-alcohol causes,O,8105,934603,867.213
,"Smith County, TN",47159,Drug-induced causes,D,45,19447,231.398
,"Smith County, TN",47159,All other non-drug and non-alcohol causes,O,210,19447,1079.858
,"Stewart County, TN",47161,Drug-induced causes,D,23,13182,174.48
,"Stewart County, TN",47161,All other non-drug and non-alcohol causes,O,163,13182,1236.535
,"Sullivan County, TN",47163,Drug-induced causes,D,261,156667,166.595
,"Sullivan County, TN",47163,Alcohol-induced causes,A,44,156667,28.085
,"Sullivan County, TN",47163,All other non-drug and non-alcohol causes,O,2008,156667,1281.699
,"Sumner County, TN",47165,Drug-induced causes,D,256,180063,142.172
,"Sumner County, TN",47165,Alcohol-induced causes,A,20,180063,11.107
,"Sumner County, TN",47165,All other non-drug and non-alcohol causes,O,1586,180063,880.803
,"Tipton County, TN",47167,Drug-induced causes,D,83,61303,135.393
,"Tipton County, TN",47167,Alcohol-induced causes,A,10,61303,Unreliable
,"Tipton County, TN",47167,All other non-drug and non-alcohol causes,O,626,61303,1021.157
,"Trousdale County, TN",47169,Drug-induced causes,D,18,8271,Unreliable
,"Trousdale County, TN",47169,All other non-drug and non-alcohol causes,O,111,8271,1342.038
,"Unicoi County, TN",47171,Drug-induced causes,D,44,17719,248.321
,"Unicoi County, TN",47171,All other non-drug and non-alcohol causes,O,283,17719,1597.156
,"Union County, TN",47173,Drug-induced causes,D,39,19140,203.762
,"Union County, TN",47173,All other non-drug and non-alcohol causes,O,203,19140,1060.606
,"Van Buren County, TN",47175,Drug-induced causes,D,18,5689,Unreliable
,"Van Buren County, TN",47175,All other non-drug and non-alcohol causes,O,98,5689,1722.623
,"Warren County, TN",47177,Drug-induced causes,D,88,40516,217.198
,"Warren County, TN",47177,All other non-drug and non-alcohol causes,O,526,40516,1298.253
,"Washington County, TN",47179,Drug-induced causes,D,239,127440,187.539
,"Washington County, TN",47179,Alcohol-induced causes,A,29,127440,22.756
,"Washington County, TN",47179,All other non-drug and non-alcohol causes,O,1405,127440,1102.48
,"Wayne County, TN",47181,Drug-induced causes,D,29,16713,173.518
,"Wayne County, TN",47181,All other non-drug and non-alcohol causes,O,214,16713,1280.44
,"Weakley County, TN",47183,Drug-induced causes,D,67,33507,199.958
,"Weakley County, TN",47183,All other non-drug and non-alcohol causes,O,391,33507,1166.92
,"White County, TN",47185,Drug-induced causes,D,84,26653,315.162
,"White County, TN",47185,All other non-drug and non-alcohol causes,O,377,26653,1414.475
,"Williamson County, TN",47187,Drug-induced causes,D,162,219107,73.936
,"Williamson County, TN",47187,Alcohol-induced causes,A,22,219107,10.041
,"Williamson County, TN",47187,All other non-drug and non-alcohol causes,O,1209,219107,551.785
,"Wilson County, TN",47189,Drug-induced causes,D,198,132781,149.118
,"Wilson County, TN",47189,Alcohol-induced causes,A,20,132781,15.062
,"Wilson County, TN",47189,All other non-drug and non-alcohol causes,O,1084,132781,816.382
,"Anderson County, TX",48001,Drug-induced causes,D,100,57734,173.208
,"Anderson County, TX",48001,All other non-drug and non-alcohol causes,O,646,57734,1118.925
,"Andrews County, TX",48003,Drug-induced causes,D,22,17760,123.874
,"Andrews County, TX",48003,All other non-drug and non-alcohol causes,O,109,17760,613.739
,"Angelina County, TX",48005,Drug-induced causes,D,204,87791,232.37
,"Angelina County, TX",48005,Alcohol-induced causes,A,12,87791,Unreliable
,"Angelina County, TX",48005,All other non-drug and non-alcohol causes,O,906,87791,1031.996
,"Aransas County, TX",48007,Drug-induced causes,D,65,25721,252.712
,"Aransas County, TX",48007,All other non-drug and non-alcohol causes,O,339,25721,1317.989
,"Archer County, TX",48009,Drug-induced causes,D,34,8703,390.67
,"Archer County, TX",48009,All other non-drug and non-alcohol causes,O,100,8703,1149.029
,"Armstrong County, TX",48011,All other non-drug and non-alcohol causes,O,27,1876,1439.232
,"Atascosa County, TX",48013,Drug-induced causes,D,40,48797,81.972
,"Atascosa County, TX",48013,All other non-drug and non-alcohol causes,O,378,48797,774.638
,"Austin County, TX",48015,Drug-induced causes,D,33,29758,110.895
,"Austin County, TX",48015,All other non-drug and non-alcohol causes,O,286,29758,961.086
,"Bailey County, TX",48017,All other non-drug and non-alcohol causes,O,75,7181,1044.423
,"Bandera County, TX",48019,Drug-induced causes,D,30,21776,137.766
,"Bandera County, TX",48019,All other non-drug and non-alcohol causes,O,214,21776,982.733
,"Bastrop County, TX",48021,Drug-induced causes,D,142,82733,171.636
,"Bastrop County, TX",48021,Alcohol-induced causes,A,20,82733,24.174
,"Bastrop County, TX",48021,All other non-drug and non-alcohol causes,O,700,82733,846.095
,"Baylor County, TX",48023,Drug-induced causes,D,13,3697,Unreliable
,"Baylor County, TX",48023,All other non-drug and non-alcohol causes,O,66,3697,1785.231
,"Bee County, TX",48025,Drug-induced causes,D,29,32750,88.55
,"Bee County, TX",48025,All other non-drug and non-alcohol causes,O,248,32750,757.252
,"Bell County, TX",48027,Drug-induced causes,D,339,340411,99.586
,"Bell County, TX",48027,Alcohol-induced causes,A,31,340411,9.107
,"Bell County, TX",48027,All other non-drug and non-alcohol causes,O,2162,340411,635.115
,"Bexar County, TX",48029,Drug-induced causes,D,1515,1928680,78.551
,"Bexar County, TX",48029,Alcohol-induced causes,A,347,1928680,17.992
,"Bexar County, TX",48029,All other non-drug and non-alcohol causes,O,13178,1928680,683.265
,"Blanco County, TX",48031,Drug-induced causes,D,25,11392,219.452
,"Blanco County, TX",48031,All other non-drug and non-alcohol causes,O,135,11392,1185.042
,"Bosque County, TX",48035,Drug-induced causes,D,48,18097,265.237
,"Bosque County, TX",48035,All other non-drug and non-alcohol causes,O,258,18097,1425.651
,"Bowie County, TX",48037,Drug-induced causes,D,172,93860,183.252
,"Bowie County, TX",48037,All other non-drug and non-alcohol causes,O,954,93860,1016.407
,"Brazoria County, TX",48039,Drug-induced causes,D,338,354195,95.428
,"Brazoria County, TX",48039,Alcohol-induced causes,A,39,354195,11.011
,"Brazoria County, TX",48039,All other non-drug and non-alcohol causes,O,2377,354195,671.099
,"Brazos County, TX",48041,Drug-induced causes,D,153,220417,69.414
,"Brazos County, TX",48041,Alcohol-induced causes,A,13,220417,Unreliable
,"Brazos County, TX",48041,All other non-drug and non-alcohol causes,O,957,220417,434.177
,"Brewster County, TX",48043,Drug-induced causes,D,12,9200,Unreliable
,"Brewster County, TX",48043,All other non-drug and non-alcohol causes,O,89,9200,967.391
,"Briscoe County, TX",48045,All other non-drug and non-alcohol causes,O,25,1474,1696.065
,"Brooks County, TX",48047,All other non-drug and non-alcohol causes,O,69,7214,956.474
,"Brown County, TX",48049,Drug-induced causes,D,71,38271,185.519
,"Brown County, TX",48049,All other non-drug and non-alcohol causes,O,501,38271,1309.085
,"Burleson County, TX",48051,Drug-induced causes,D,32,17760,180.18
,"Burleson County, TX",48051,All other non-drug and non-alcohol causes,O,246,17760,1385.135
,"Burnet County, TX",48053,Drug-induced causes,D,99,46243,214.086
,"Burnet County, TX",48053,Alcohol-induced causes,A,11,46243,Unreliable
,"Burnet County, TX",48053,All other non-drug and non-alcohol causes,O,487,46243,1053.132
,"Caldwell County, TX",48055,Drug-induced causes,D,59,41161,143.34
,"Caldwell County, TX",48055,All other non-drug and non-alcohol causes,O,328,41161,796.871
,"Calhoun County, TX",48057,Drug-induced causes,D,28,21965,127.476
,"Calhoun County, TX",48057,All other non-drug and non-alcohol causes,O,202,21965,919.645
,"Callahan County, TX",48059,Drug-induced causes,D,42,13820,303.907
,"Callahan County, TX",48059,All other non-drug and non-alcohol causes,O,185,13820,1338.64
,"Cameron County, TX",48061,Drug-induced causes,D,242,422135,57.328
,"Cameron County, TX",48061,Alcohol-induced causes,A,46,422135,10.897
,"Cameron County, TX",48061,All other non-drug and non-alcohol causes,O,2719,422135,644.107
,"Camp County, TX",48063,Drug-induced causes,D,21,12867,163.208
,"Camp County, TX",48063,All other non-drug and non-alcohol causes,O,155,12867,1204.632
,"Carson County, TX",48065,Drug-induced causes,D,13,6057,Unreliable
,"Carson County, TX",48065,All other non-drug and non-alcohol causes,O,57,6057,941.06
,"Cass County, TX",48067,Drug-induced causes,D,78,30375,256.79
,"Cass County, TX",48067,All other non-drug and non-alcohol causes,O,431,30375,1418.93
,"Castro County, TX",48069,All other non-drug and non-alcohol causes,O,50,7669,651.975
,"Chambers County, TX",48071,Drug-induced causes,D,44,39899,110.278
,"Chambers County, TX",48071,All other non-drug and non-alcohol causes,O,281,39899,704.278
,"Cherokee County, TX",48073,Drug-induced causes,D,86,51668,166.447
,"Cherokee County, TX",48073,Alcohol-induced causes,A,12,51668,Unreliable
,"Cherokee County, TX",48073,All other non-drug and non-alcohol causes,O,552,51668,1068.36
,"Childress County, TX",48075,Drug-induced causes,D,16,7052,Unreliable
,"Childress County, TX",48075,All other non-drug and non-alcohol causes,O,89,7052,1262.053
,"Clay County, TX",48077,Drug-induced causes,D,38,10193,372.805
,"Clay County, TX",48077,All other non-drug and non-alcohol causes,O,118,10193,1157.657
,"Cochran County, TX",48079,All other non-drug and non-alcohol causes,O,30,2882,1040.944
,"Coke County, TX",48081,Drug-induced causes,D,12,3264,Unreliable
,"Coke County, TX",48081,All other non-drug and non-alcohol causes,O,56,3264,1715.686
,"Coleman County, TX",48083,Drug-induced causes,D,19,8420,Unreliable
,"Coleman County, TX",48083,All other non-drug and non-alcohol causes,O,122,8420,1448.931
,"Collin County, TX",48085,Drug-induced causes,D,499,939585,53.109
,"Collin County, TX",48085,Alcohol-induced causes,A,112,939585,11.92
,"Collin County, TX",48085,All other non-drug and non-alcohol causes,O,4188,939585,445.729
,"Collingsworth County, TX",48087,All other non-drug and non-alcohol causes,O,39,3016,1293.103
,"Colorado County, TX",48089,Drug-induced causes,D,41,21019,195.062
,"Colorado County, TX",48089,All other non-drug and non-alcohol causes,O,263,21019,1251.249
,"Comal County, TX",48091,Drug-induced causes,D,166,134788,123.156
,"Comal County, TX",48091,Alcohol-induced causes,A,18,134788,Unreliable
,"Comal County, TX",48091,All other non-drug and non-alcohol causes,O,1151,134788,853.934
,"Comanche County, TX",48093,Drug-induced causes,D,23,13484,170.573
,"Comanche County, TX",48093,All other non-drug and non-alcohol causes,O,170,13484,1260.753
,"Concho County, TX",48095,All other non-drug and non-alcohol causes,O,31,4279,724.468
,"Cooke County, TX",48097,Drug-induced causes,D,66,39266,168.084
,"Cooke County, TX",48097,All other non-drug and non-alcohol causes,O,408,39266,1039.067
,"Coryell County, TX",48099,Drug-induced causes,D,72,74686,96.404
,"Coryell County, TX",48099,All other non-drug and non-alcohol causes,O,461,74686,617.251
,"Cottle County, TX",48101,All other non-drug and non-alcohol causes,O,25,1402,1783.167
,"Crane County, TX",48103,All other non-drug and non-alcohol causes,O,27,4830,559.006
,"Crockett County, TX",48105,All other non-drug and non-alcohol causes,O,35,3675,952.381
,"Crosby County, TX",48107,All other non-drug and non-alcohol causes,O,66,5992,1101.469
,"Culberson County, TX",48109,All other non-drug and non-alcohol causes,O,24,2198,1091.902
,"Dallam County, TX",48111,Drug-induced causes,D,11,7056,Unreliable
,"Dallam County, TX",48111,All other non-drug and non-alcohol causes,O,48,7056,680.272
,"Dallas County, TX",48113,Drug-induced causes,D,2073,2574984,80.505
,"Dallas County, TX",48113,Alcohol-induced causes,A,416,2574984,16.155
,"Dallas County, TX",48113,All other non-drug and non-alcohol causes,O,15998,2574984,621.285
,"Dawson County, TX",48115,Drug-induced causes,D,17,13111,Unreliable
,"Dawson County, TX",48115,All other non-drug and non-alcohol causes,O,126,13111,961.025
,"Deaf Smith County, TX",48117,Drug-induced causes,D,27,18830,143.388
,"Deaf Smith County, TX",48117,All other non-drug and non-alcohol causes,O,150,18830,796.601
,"Delta County, TX",48119,All other non-drug and non-alcohol causes,O,71,5215,1361.457
,"Denton County, TX",48121,Drug-induced causes,D,457,806180,56.687
,"Denton County, TX",48121,Alcohol-induced causes,A,75,806180,9.303
,"Denton County, TX",48121,All other non-drug and non-alcohol causes,O,3613,806180,448.163
,"DeWitt County, TX",48123,Drug-induced causes,D,25,20865,119.818
,"DeWitt County, TX",48123,Alcohol-induced causes,A,11,20865,Unreliable
,"DeWitt County, TX",48123,All other non-drug and non-alcohol causes,O,271,20865,1298.826
,"Dickens County, TX",48125,All other non-drug and non-alcohol causes,O,27,2184,1236.264
,"Dimmit County, TX",48127,All other non-drug and non-alcohol causes,O,98,10794,907.912
,"Donley County, TX",48129,Drug-induced causes,D,14,3405,Unreliable
,"Donley County, TX",48129,All other non-drug and non-alcohol causes,O,53,3405,1556.535
,"Duval County, TX",48131,Drug-induced causes,D,12,11428,Unreliable
,"Duval County, TX",48131,All other non-drug and non-alcohol causes,O,121,11428,1058.803
,"Eastland County, TX",48133,Drug-induced causes,D,39,18274,213.418
,"Eastland County, TX",48133,All other non-drug and non-alcohol causes,O,262,18274,1433.731
,"Ector County, TX",48135,Drug-induced causes,D,235,157462,149.242
,"Ector County, TX",48135,Alcohol-induced causes,A,65,157462,41.28
,"Ector County, TX",48135,All other non-drug and non-alcohol causes,O,1168,157462,741.766
,"Edwards County, TX",48137,All other non-drug and non-alcohol causes,O,24,1911,1255.887
,"Ellis County, TX",48139,Drug-induced causes,D,160,168499,94.956
,"Ellis County, TX",48139,Alcohol-induced causes,A,14,168499,Unreliable
,"Ellis County, TX",48139,All other non-drug and non-alcohol causes,O,1227,168499,728.194
,"El Paso County, TX",48141,Drug-induced causes,D,534,837918,63.729
,"El Paso County, TX",48141,Alcohol-induced causes,A,104,837918,12.412
,"El Paso County, TX",48141,All other non-drug and non-alcohol causes,O,5210,837918,621.779
,"Erath County, TX",48143,Drug-induced causes,D,54,41659,129.624
,"Erath County, TX",48143,All other non-drug and non-alcohol causes,O,352,41659,844.955
,"Falls County, TX",48145,Drug-induced causes,D,28,17273,162.103
,"Falls County, TX",48145,All other non-drug and non-alcohol causes,O,193,17273,1117.351
,"Fannin County, TX",48147,Drug-induced causes,D,65,34031,191.002
,"Fannin County, TX",48147,Alcohol-induced causes,A,12,34031,Unreliable
,"Fannin County, TX",48147,All other non-drug and non-alcohol causes,O,460,34031,1351.709
,"Fayette County, TX",48149,Drug-induced causes,D,39,25149,155.076
,"Fayette County, TX",48149,All other non-drug and non-alcohol causes,O,298,25149,1184.938
,"Fisher County, TX",48151,Drug-induced causes,D,11,3854,Unreliable
,"Fisher County, TX",48151,All other non-drug and non-alcohol causes,O,48,3854,1245.459
,"Floyd County, TX",48153,Drug-induced causes,D,10,5917,Unreliable
,"Floyd County, TX",48153,All other non-drug and non-alcohol causes,O,64,5917,1081.629
,"Foard County, TX",48155,All other non-drug and non-alcohol causes,O,20,1183,1690.617
,"Fort Bend County, TX",48157,Drug-induced causes,D,289,741237,38.989
,"Fort Bend County, TX",48157,Alcohol-induced causes,A,47,741237,6.341
,"Fort Bend County, TX",48157,All other non-drug and non-alcohol causes,O,3154,741237,425.505
